,Name,DIY,Buy_Price,Sell_Price,Color_1,Color_2,Style,type,Balance
423,groovy tunic,No,1680,420,Beige,Pink,Active,Top,-1260
424,guayabera shirt,No,1120,280,Green,Green,Cool,Top,-840
425,guayabera shirt,No,1120,280,Red,Red,Cool,Top,-840
426,guayabera shirt,No,1120,280,Brown,Brown,Cool,Top,-840
427,guayabera shirt,No,1120,280,Blue,Blue,Cool,Top,-840
428,guide shirt,No,800,200,White,Green,Simple,Top,-600
429,guide shirt,No,800,200,White,Red,Simple,Top,-600
430,guide shirt,No,800,200,White,Yellow,Simple,Top,-600
431,gym tee,No,640,160,White,Red,Active,Top,-480
432,gym tee,No,640,160,White,Blue,Active,Top,-480
433,gym tee,No,640,160,White,Green,Active,Top,-480
434,gym tee,No,640,160,White,Black,Active,Top,-480
435,hallo tee,No,640,160,Black,Orange,Simple,Top,-480
436,hand-knit tank,No,840,210,Orange,Orange,Elegant,Top,-630
437,hand-knit tank,No,840,210,White,White,Elegant,Top,-630
438,hand-knit tank,No,840,210,Black,Black,Elegant,Top,-630
439,hand-knit tank,No,840,210,Blue,Blue,Elegant,Top,-630
440,hand-knit tank,No,840,210,Green,Green,Elegant,Top,-630
441,hand-knit tank,No,840,210,Red,Red,Elegant,Top,-630
442,handmade cape,No,500,125,Red,Light blue,Active,Top,-375
443,hanten jacket,No,1120,280,Blue,Beige,Simple,Top,-840
444,hanten jacket,No,1120,280,Green,Beige,Simple,Top,-840
445,hanten jacket,No,1120,280,Brown,Beige,Simple,Top,-840
446,hanten jacket,No,1120,280,Purple,Beige,Simple,Top,-840
447,happi tee,No,960,240,Blue,White,Active,Top,-720
448,happi tee,No,960,240,Red,White,Active,Top,-720
449,happi tee,No,960,240,Gray,White,Active,Top,-720
450,happi tee,No,960,240,Green,White,Active,Top,-720
451,happi tee,No,960,240,Purple,White,Active,Top,-720
452,hawk jacket,No,1750,437,Red,White,Active,Top,-1313
453,heart apron,No,1000,250,Pink,White,Cute,Top,-750
454,heart apron,No,1000,250,Light blue,White,Cute,Top,-750
455,heart apron,No,1000,250,Red,White,Cute,Top,-750
456,heart apron,No,1000,250,Purple,White,Cute,Top,-750
457,heart apron,No,1000,250,Green,White,Cute,Top,-750
458,heart sweater,No,1000,250,Pink,Red,Cute,Top,-750
459,heart sweater,No,1000,250,Red,White,Cute,Top,-750
460,heavy-duty shirt,No,1000,250,Orange,Orange,Active,Top,-750
461,heavy-duty shirt,No,1000,250,Green,Green,Active,Top,-750
462,heavy-duty shirt,No,1000,250,Blue,Blue,Active,Top,-750
463,heavy-duty shirt,No,1000,250,Red,Red,Active,Top,-750
464,hello tee,No,640,160,Black,White,Simple,Top,-480
465,henley shirt,No,960,240,Green,Green,Simple,Top,-720
466,henley shirt,No,960,240,Yellow,Yellow,Simple,Top,-720
467,henley shirt,No,960,240,Light blue,Light blue,Simple,Top,-720
468,henley shirt,No,960,240,Purple,Purple,Simple,Top,-720
469,hi tee,No,640,160,Beige,Brown,Simple,Top,-480
470,hip-wrap shirt,No,1200,300,White,Yellow,Simple,Top,-900
471,hip-wrap shirt,No,1200,300,Gray,Blue,Simple,Top,-900
472,hip-wrap shirt,No,1200,300,Black,Red,Simple,Top,-900
473,hoi tee,No,640,160,Blue,Yellow,Simple,Top,-480
474,hola tee,No,560,140,Yellow,Orange,Simple,Top,-420
475,holiday sweater,No,1800,450,Green,Red,Cute,Top,-1350
476,holiday sweater,No,1800,450,Red,Beige,Cute,Top,-1350
477,holiday sweater,No,1800,450,Blue,White,Cute,Top,-1350
478,hula top,No,1200,300,Red,White,Active,Top,-900
479,hula top,No,1200,300,Orange,Pink,Active,Top,-900
480,hula top,No,1200,300,Beige,Red,Active,Top,-900
481,hula top,No,1200,300,Purple,White,Active,Top,-900
482,hula top,No,1200,300,Green,White,Active,Top,-900
483,humble sweater,No,1150,287,Purple,Black,Simple,Top,-863
484,humble sweater,No,1150,287,Beige,Black,Simple,Top,-863
485,humble sweater,No,1150,287,Green,Black,Simple,Top,-863
486,humble sweater,No,1150,287,Blue,Black,Simple,Top,-863
487,kanji tee,No,640,160,Green,Green,Active,Top,-480
488,kanji tee,No,640,160,Pink,Pink,Active,Top,-480
489,kanji tee,No,640,160,Blue,Blue,Active,Top,-480
490,kanji tee,No,640,160,White,Black,Active,Top,-480
491,kids' smock,No,1500,375,Light blue,Red,Cute,Top,-1125
492,kids' smock,No,1500,375,Light blue,Yellow,Cute,Top,-1125
493,kids' smock,No,1500,375,Light blue,Pink,Cute,Top,-1125
494,kids' smock,No,1500,375,Light blue,Green,Cute,Top,-1125
495,konnichiwa tee,No,640,160,Green,Green,Simple,Top,-480
496,kung-fu tee,No,1800,450,Blue,Blue,Active,Top,-1350
497,kung-fu tee,No,1800,450,White,Gray,Active,Top,-1350
498,kung-fu tee,No,1800,450,Light blue,White,Active,Top,-1350
499,kung-fu tee,No,1800,450,Yellow,White,Active,Top,-1350
500,kung-fu tee,No,1800,450,Green,White,Active,Top,-1350
501,kurta,No,1200,300,Green,Green,Simple,Top,-900
502,kurta,No,1200,300,Gray,Gray,Simple,Top,-900
503,kurta,No,1200,300,Light blue,Light blue,Simple,Top,-900
504,kurta,No,1200,300,Beige,Beige,Simple,Top,-900
505,Labelle coat,No,3900,975,Purple,Black,Gorgeous,Top,-2925
506,Labelle coat,No,3900,975,Black,Black,Gorgeous,Top,-2925
507,Labelle coat,No,3900,975,Red,Black,Gorgeous,Top,-2925
508,Labelle coat,No,3900,975,Blue,Black,Gorgeous,Top,-2925
509,Labelle coat,No,3900,975,Yellow,Black,Gorgeous,Top,-2925
510,Labelle coat,No,3900,975,Pink,Black,Gorgeous,Top,-2925
511,Labelle knit shirt,No,2270,567,Purple,Purple,Cool,Top,-1703
512,Labelle knit shirt,No,2270,567,Black,Black,Cool,Top,-1703
513,Labelle knit shirt,No,2270,567,Red,Red,Cool,Top,-1703
514,Labelle knit shirt,No,2270,567,Blue,Blue,Cool,Top,-1703
515,Labelle knit shirt,No,2270,567,Yellow,Yellow,Cool,Top,-1703
516,Labelle knit shirt,No,2270,567,Pink,Pink,Cool,Top,-1703
517,lacy shirt,No,850,212,Black,Black,Elegant,Top,-638
518,lacy shirt,No,850,212,Beige,Beige,Elegant,Top,-638
519,lacy tank,No,850,212,White,White,Cute,Top,-638
520,lacy tank,No,850,212,Pink,Pink,Cute,Top,-638
521,lacy tank,No,850,212,Yellow,Yellow,Cute,Top,-638
522,lacy tank,No,850,212,Green,Green,Cute,Top,-638
523,lacy tank,No,850,212,Purple,Purple,Cute,Top,-638
524,layered shirt,No,800,200,Blue,Black,Simple,Top,-600
525,layered shirt,No,800,200,White,Black,Simple,Top,-600
526,layered shirt,No,800,200,Green,White,Simple,Top,-600
527,layered shirt,No,800,200,Orange,White,Simple,Top,-600
528,layered tank,No,800,200,Yellow,Yellow,Cute,Top,-600
529,layered tank,No,800,200,Pink,Pink,Cute,Top,-600
530,layered tank,No,800,200,Orange,Orange,Cute,Top,-600
531,layered tank,No,800,200,Blue,Blue,Cute,Top,-600
532,layered tank,No,800,200,Green,Green,Cute,Top,-600
533,layered tank,No,800,200,Light blue,Light blue,Cute,Top,-600
534,layered tank,No,800,200,Red,Red,Cute,Top,-600
535,layered tank,No,800,200,Purple,Purple,Cute,Top,-600
536,leopard tee,No,800,200,Yellow,Black,Cool,Top,-600
537,leopard tee,No,800,200,Pink,Black,Cool,Top,-600
538,leopard tee,No,800,200,Green,Black,Cool,Top,-600
539,leopard tee,No,800,200,Gray,Black,Cool,Top,-600
540,letter jacket,No,1080,270,Blue,White,Active,Top,-810
541,letter jacket,No,1080,270,Red,White,Active,Top,-810
542,letter jacket,No,1080,270,Green,White,Active,Top,-810
543,letter jacket,No,1080,270,Beige,White,Active,Top,-810
544,madras plaid shirt,No,1120,280,Green,Orange,Active,Top,-840
545,madras plaid shirt,No,1120,280,Blue,Orange,Active,Top,-840
546,madras plaid shirt,No,1120,280,Red,Green,Active,Top,-840
547,madras plaid shirt,No,1120,280,Purple,Yellow,Active,Top,-840
548,madras plaid shirt,No,1120,280,Pink,Light blue,Active,Top,-840
549,madras plaid shirt,No,1120,280,Gray,Orange,Active,Top,-840
550,marble-dots tee,No,640,160,Black,Colorful,Active,Top,-480
551,marble-dots tee,No,640,160,White,Colorful,Active,Top,-480
552,meme shirt,No,960,240,Purple,Green,Cool,Top,-720
553,meme shirt,No,960,240,Blue,Green,Cool,Top,-720
554,meme shirt,No,960,240,Green,Black,Cool,Top,-720
555,meme shirt,No,960,240,Red,Pink,Cool,Top,-720
556,military uniform,No,3360,840,Red,Black,Elegant,Top,-2520
557,military uniform,No,3360,840,Blue,Black,Elegant,Top,-2520
558,military uniform,No,3360,840,Green,Black,Elegant,Top,-2520
559,military uniform,No,3360,840,White,Black,Elegant,Top,-2520
560,misty tee,No,640,160,Green,Yellow,Elegant,Top,-480
561,mod parka,No,1680,420,Green,Green,Simple,Top,-1260
562,mod parka,No,1680,420,Brown,Brown,Simple,Top,-1260
563,Mom's hand-knit sweater,No,0,88,Orange,Light blue,Cute,Top,88
564,Mom's hand-knit sweater,No,0,88,Beige,Colorful,Cute,Top,88
565,Mom's hand-knit sweater,No,0,88,Green,Colorful,Cute,Top,88
566,Mom's hand-knit sweater,No,0,88,Yellow,Green,Cute,Top,88
567,Mom's hand-knit sweater,No,0,88,Blue,Brown,Cute,Top,88
568,Mom's hand-knit sweater,No,0,88,Blue,Beige,Cute,Top,88
569,Mom's hand-knit sweater,No,0,88,Red,Colorful,Cute,Top,88
570,Mom's hand-knit sweater,No,0,88,Pink,Yellow,Cute,Top,88
571,Mom's handmade apron,No,0,88,Orange,Yellow,Cute,Top,88
572,Mom's handmade apron,No,0,88,Gray,White,Cute,Top,88
573,Mom's handmade apron,No,0,88,Green,White,Cute,Top,88
574,Mom's handmade apron,No,0,88,Colorful,White,Cute,Top,88
575,Mom's handmade apron,No,0,88,Pink,White,Cute,Top,88
576,Mom's handmade apron,No,0,88,Blue,Gray,Cute,Top,88
577,Mom's handmade apron,No,0,88,Blue,White,Cute,Top,88
578,morning coat,No,2500,625,Black,Gray,Elegant,Top,-1875
579,mountain parka,No,1400,350,Red,Red,Active,Top,-1050
580,mountain parka,No,1400,350,Blue,Blue,Active,Top,-1050
581,mountain parka,No,1400,350,Green,Green,Active,Top,-1050
582,mountain parka,No,1400,350,Black,Black,Active,Top,-1050
583,multipurpose vest,No,1680,420,Beige,Gray,Simple,Top,-1260
584,multipurpose vest,No,1680,420,Gray,Light blue,Simple,Top,-1260
585,multipurpose vest,No,1680,420,Green,Beige,Simple,Top,-1260
586,muscle tank,No,640,160,Gray,Yellow,Active,Top,-480
587,muscle tank,No,640,160,Yellow,Black,Active,Top,-480
588,muscle tank,No,640,160,Purple,Yellow,Active,Top,-480
589,muscle tank,No,640,160,Pink,White,Active,Top,-480
590,muscle tank,No,640,160,Black,Orange,Active,Top,-480
591,muscle tank,No,640,160,Red,Black,Active,Top,-480
592,muscle tank,No,640,160,Green,Black,Active,Top,-480
593,muscle tank,No,640,160,Blue,White,Active,Top,-480
594,music-fest shirt,No,1200,300,Black,Yellow,Active,Top,-900
595,music-fest shirt,No,1200,300,Red,Blue,Active,Top,-900
596,music-fest shirt,No,1200,300,Purple,Pink,Active,Top,-900
597,music-fest shirt,No,1200,300,Light blue,Green,Active,Top,-900
598,MVP tee,No,640,160,White,Blue,Simple,Top,-480
599,ni hao tee,No,640,160,Pink,White,Simple,Top,-480
600,nine-ball tee,No,560,140,Orange,White,Active,Top,-420
601,No. 1 shirt,No,560,140,Red,Light blue,Simple,Top,-420
602,No. 2 shirt,No,560,140,Blue,Red,Simple,Top,-420
603,No. 3 shirt,No,560,140,Green,Orange,Simple,Top,-420
604,No. 4 shirt,No,560,140,Pink,Red,Simple,Top,-420
605,noble coat,No,4800,1200,Green,Yellow,Gorgeous,Top,-3600
606,noble coat,No,4800,1200,Pink,Yellow,Gorgeous,Top,-3600
607,noble coat,No,4800,1200,White,Yellow,Gorgeous,Top,-3600
608,noble coat,No,4800,1200,Blue,Yellow,Gorgeous,Top,-3600
609,noble coat,No,4800,1200,Black,Yellow,Gorgeous,Top,-3600
610,noble coat,No,4800,1200,Purple,Yellow,Gorgeous,Top,-3600
611,noble coat,No,4800,1200,Yellow,Yellow,Gorgeous,Top,-3600
612,noble coat,No,4800,1200,Red,Yellow,Gorgeous,Top,-3600
613,Nook Inc. aloha shirt,No,0,3000,White,Green,Simple,Top,3000
614,Nook Inc. blouson,No,0,4000,Green,Green,Simple,Top,4000
615,Nook Inc. tee,No,0,3000,Yellow,Green,Simple,Top,3000
616,nurse's jacket,No,1500,375,Light blue,Light blue,Simple,Top,-1125
617,nurse's jacket,No,1500,375,White,White,Simple,Top,-1125
618,nurse's jacket,No,1500,375,Pink,Pink,Simple,Top,-1125
619,nylon jacket,No,1120,280,Black,Black,Cool,Top,-840
620,nylon jacket,No,1120,280,Green,Green,Cool,Top,-840
621,nylon jacket,No,1120,280,Blue,Blue,Cool,Top,-840
622,nylon jacket,No,1120,280,Red,Red,Cool,Top,-840
623,oilskin coat,No,1400,350,Yellow,Yellow,Active,Top,-1050
624,oilskin coat,No,1400,350,Red,Yellow,Active,Top,-1050
625,oilskin coat,No,1400,350,Gray,Gray,Active,Top,-1050
626,OK Motors jacket,No,1500,375,White,Blue,Simple,Top,-1125
627,old-school jacket,No,1800,450,Black,Red,Gorgeous,Top,-1350
628,old-school jacket,No,1800,450,Black,Green,Gorgeous,Top,-1350
629,old-school jacket,No,1800,450,Black,Purple,Gorgeous,Top,-1350
630,one-ball tee,No,560,140,Yellow,White,Active,Top,-420
631,open-collar shirt,No,960,240,Red,Red,Simple,Top,-720
632,open-collar shirt,No,960,240,Light blue,Light blue,Simple,Top,-720
633,open-collar shirt,No,960,240,Green,Green,Simple,Top,-720
634,open-collar shirt,No,960,240,Beige,Beige,Simple,Top,-720
635,oversized shawl overshirt,No,1120,280,Brown,Brown,Cool,Top,-840
636,oversized shawl overshirt,No,1120,280,Pink,Gray,Cool,Top,-840
637,oversized shawl overshirt,No,1120,280,Gray,Black,Cool,Top,-840
638,parka undercoat,No,2320,580,Blue,Gray,Cool,Top,-1740
639,parka undercoat,No,2320,580,Light blue,Gray,Cool,Top,-1740
640,parka undercoat,No,2320,580,Black,White,Cool,Top,-1740
641,parka undercoat,No,2320,580,Green,Black,Cool,Top,-1740
642,parka undercoat,No,2320,580,Gray,Black,Cool,Top,-1740
643,parka undercoat,No,2320,580,Yellow,Black,Cool,Top,-1740
644,patchwork coat,No,2380,595,Brown,Orange,Cute,Top,-1785
645,patchwork coat,No,2380,595,Green,Black,Cute,Top,-1785
646,patchwork coat,No,2380,595,Gray,Black,Cute,Top,-1785
647,peacoat,No,1960,490,Beige,Beige,Simple,Top,-1470
648,peacoat,No,1960,490,Gray,Gray,Simple,Top,-1470
649,peacoat,No,1960,490,Blue,Blue,Simple,Top,-1470
650,peacoat,No,1960,490,Red,Red,Simple,Top,-1470
651,peasant blouse,No,1680,420,White,Blue,Elegant,Top,-1260
652,peasant blouse,No,1680,420,Black,White,Elegant,Top,-1260
653,peasant blouse,No,1680,420,Beige,Green,Elegant,Top,-1260
654,peasant blouse,No,1680,420,Pink,Orange,Elegant,Top,-1260
655,peasant blouse,No,1680,420,Purple,Pink,Elegant,Top,-1260
656,pineapple aloha shirt,No,960,240,Blue,Light blue,Active,Top,-720
657,pineapple aloha shirt,No,960,240,Red,Yellow,Active,Top,-720
658,pineapple aloha shirt,No,960,240,Yellow,Light blue,Active,Top,-720
659,pineapple aloha shirt,No,960,240,Green,Yellow,Active,Top,-720
660,pineapple aloha shirt,No,960,240,Purple,Light blue,Active,Top,-720
661,pineapple aloha shirt,No,960,240,Pink,Orange,Active,Top,-720
662,pineapple aloha shirt,No,960,240,Orange,Yellow,Active,Top,-720
663,plaid puffed-sleeve shirt,No,1200,300,Light blue,Red,Cute,Top,-900
664,plaid puffed-sleeve shirt,No,1200,300,Orange,Light blue,Cute,Top,-900
665,plaid puffed-sleeve shirt,No,1200,300,Purple,Blue,Cute,Top,-900
666,plaid puffed-sleeve shirt,No,1200,300,Green,Brown,Cute,Top,-900
667,pleather trench coat,No,1680,420,Black,Black,Elegant,Top,-1260
668,pleather trench coat,No,1680,420,Purple,Black,Elegant,Top,-1260
669,pleather trench coat,No,1680,420,Brown,Black,Elegant,Top,-1260
670,plover cardigan,No,1440,360,Red,Beige,Cute,Top,-1080
671,plover cardigan,No,1440,360,Black,Beige,Cute,Top,-1080
672,plover cardigan,No,1440,360,Green,Beige,Cute,Top,-1080
673,plushie-muffler coat,No,1960,490,Light blue,Orange,Cute,Top,-1470
674,plushie-muffler coat,No,1960,490,Black,Pink,Cute,Top,-1470
675,plushie-muffler coat,No,1960,490,Brown,Gray,Cute,Top,-1470
676,pocket tee,No,560,140,White,White,Simple,Top,-420
677,pocket tee,No,560,140,Black,Black,Simple,Top,-420
678,pocket tee,No,560,140,Purple,Purple,Simple,Top,-420
679,pocket tee,No,560,140,Light blue,Light blue,Simple,Top,-420
680,pocket tee,No,560,140,Brown,Brown,Simple,Top,-420
681,pocket tee,No,560,140,Orange,Orange,Simple,Top,-420
682,pocket tee,No,560,140,Red,Red,Simple,Top,-420
683,pocket tee,No,560,140,Green,Green,Simple,Top,-420
684,polo shirt,No,720,180,Blue,Blue,Simple,Top,-540
685,polo shirt,No,720,180,Pink,Pink,Simple,Top,-540
686,polo shirt,No,720,180,Red,Red,Simple,Top,-540
687,polo shirt,No,720,180,Orange,Orange,Simple,Top,-540
688,polo shirt,No,720,180,Green,Green,Simple,Top,-540
689,polo shirt,No,720,180,Yellow,Yellow,Simple,Top,-540
690,polo shirt,No,720,180,White,White,Simple,Top,-540
691,polo shirt,No,720,180,Black,Black,Simple,Top,-540
692,pom-pom sweater,No,1440,360,Pink,White,Cute,Top,-1080
693,pom-pom sweater,No,1440,360,White,White,Cute,Top,-1080
694,pom-pom sweater,No,1440,360,Light blue,White,Cute,Top,-1080
695,poncho coat,No,2320,580,Red,White,Cute,Top,-1740
696,poncho coat,No,2320,580,Yellow,White,Cute,Top,-1740
697,poncho coat,No,2320,580,Pink,White,Cute,Top,-1740
698,poncho coat,No,2320,580,Blue,Black,Cute,Top,-1740
699,poncho-style sweater,No,1500,375,Purple,Red,Elegant,Top,-1125
700,poncho-style sweater,No,1500,375,Blue,Purple,Elegant,Top,-1125
701,poncho-style sweater,No,1500,375,Orange,Brown,Elegant,Top,-1125
702,poncho-style sweater,No,1500,375,Blue,Green,Elegant,Top,-1125
703,poncho-style sweater,No,1500,375,Gray,White,Elegant,Top,-1125
704,prince's tunic,No,4800,1200,Blue,Red,Elegant,Top,-3600
705,prince's tunic,No,4800,1200,Beige,Red,Elegant,Top,-3600
706,prince's tunic,No,4800,1200,Green,Red,Elegant,Top,-3600
707,prince's tunic,No,4800,1200,Red,Red,Elegant,Top,-3600
708,prince's tunic,No,4800,1200,Purple,Red,Elegant,Top,-3600
709,printed fleece sweater,No,1260,315,Green,Purple,Active,Top,-945
710,printed fleece sweater,No,1260,315,Blue,Purple,Active,Top,-945
711,printed fleece sweater,No,1260,315,Beige,Orange,Active,Top,-945
712,printed fleece sweater,No,1260,315,Purple,Pink,Active,Top,-945
713,printed fleece sweater,No,1260,315,Green,Orange,Active,Top,-945
714,printed layered shirt,No,560,140,Black,Red,Simple,Top,-420
715,printed layered shirt,No,560,140,Yellow,White,Simple,Top,-420
716,printed layered shirt,No,560,140,White,Black,Simple,Top,-420
717,printed-sleeve sweater,No,560,140,Orange,Black,Simple,Top,-420
718,printed-sleeve sweater,No,560,140,White,Black,Simple,Top,-420
719,printed-sleeve sweater,No,560,140,Black,White,Simple,Top,-420
720,privét tee,No,640,160,Green,White,Simple,Top,-480
721,puffy vest,No,1250,312,Blue,White,Simple,Top,-938
722,puffy vest,No,1250,312,Brown,White,Simple,Top,-938
723,puffy vest,No,1250,312,Purple,White,Simple,Top,-938
724,puffy vest,No,1250,312,Green,White,Simple,Top,-938
725,puffy vest,No,1250,312,Red,White,Simple,Top,-938
726,puffy-sleeve blouse,No,800,200,Light blue,Light blue,Simple,Top,-600
727,puffy-sleeve blouse,No,800,200,Yellow,Yellow,Simple,Top,-600
728,puffy-sleeve blouse,No,800,200,Pink,Pink,Simple,Top,-600
729,puffy-sleeve blouse,No,800,200,Green,Green,Simple,Top,-600
730,pullover jacket,No,1680,420,Red,Blue,Active,Top,-1260
731,pullover jacket,No,1680,420,Light blue,Pink,Active,Top,-1260
732,pullover jacket,No,1680,420,Blue,Orange,Active,Top,-1260
733,pullover jacket,No,1680,420,Purple,Light blue,Active,Top,-1260
734,pullover jacket,No,1680,420,Red,White,Active,Top,-1260
735,quilted down jacket,No,1400,350,Blue,Black,Simple,Top,-1050
736,quilted down jacket,No,1400,350,Gray,Black,Simple,Top,-1050
737,quilted down jacket,No,1400,350,Green,Black,Simple,Top,-1050
738,quilted down jacket,No,1400,350,Purple,Black,Simple,Top,-1050
739,quilted down jacket,No,1400,350,Yellow,Black,Simple,Top,-1050
740,quilted jacket,No,1400,350,Pink,Blue,Active,Top,-1050
741,quilted jacket,No,1400,350,Brown,Blue,Active,Top,-1050
742,quilted jacket,No,1400,350,Green,Blue,Active,Top,-1050
743,quilted jacket,No,1400,350,Blue,Blue,Active,Top,-1050
744,rabbit tee,No,800,200,Light blue,White,Active,Top,-600
745,raglan shirt,No,800,200,Red,White,Simple,Top,-600
746,raglan shirt,No,800,200,Green,White,Simple,Top,-600
747,raglan shirt,No,800,200,Blue,White,Simple,Top,-600
748,raglan shirt,No,800,200,Black,White,Simple,Top,-600
749,raglan shirt,No,800,200,White,Black,Simple,Top,-600
750,rainbow sweater,No,1200,300,Black,Colorful,Cute,Top,-900
751,rainbow sweater,No,1200,300,White,Colorful,Cute,Top,-900
752,rainbow sweater,No,1200,300,Red,Colorful,Cute,Top,-900
753,rainbow sweater,No,1200,300,Green,Colorful,Cute,Top,-900
754,rainbow sweater,No,1200,300,Light blue,Colorful,Cute,Top,-900
755,raincoat,No,1280,320,Yellow,Yellow,Simple,Top,-960
756,raincoat,No,1280,320,Green,Green,Simple,Top,-960
757,raincoat,No,1280,320,Blue,Blue,Simple,Top,-960
758,raincoat,No,1280,320,Purple,Purple,Simple,Top,-960
759,raincoat,No,1280,320,Pink,Pink,Simple,Top,-960
760,raincoat,No,1280,320,Red,Red,Simple,Top,-960
761,raincoat,No,1280,320,Beige,Beige,Simple,Top,-960
762,raincoat,No,1280,320,Black,Black,Simple,Top,-960
763,reindeer sweater,No,1680,420,Green,Beige,Simple,Top,-1260
764,reindeer sweater,No,1680,420,Brown,Beige,Simple,Top,-1260
765,reindeer sweater,No,1680,420,Red,Beige,Simple,Top,-1260
766,relay tank,No,960,240,Blue,Yellow,Active,Top,-720
767,relay tank,No,960,240,Light blue,Purple,Active,Top,-720
768,relay tank,No,960,240,Purple,Pink,Active,Top,-720
769,relay tank,No,960,240,Black,Gray,Active,Top,-720
770,relay tank,No,960,240,Orange,Light blue,Active,Top,-720
771,relay tank,No,960,240,Green,Green,Active,Top,-720
772,relay tank,No,960,240,Red,Gray,Active,Top,-720
773,relay tank,No,960,240,White,Purple,Active,Top,-720
774,retro coat,No,2380,595,Green,Black,Elegant,Top,-1785
775,retro coat,No,2380,595,Brown,Black,Elegant,Top,-1785
776,retro coat,No,2380,595,Red,Black,Elegant,Top,-1785
777,retro coat,No,2380,595,Blue,Black,Elegant,Top,-1785
778,retro sweater,No,1200,300,Purple,Colorful,Cute,Top,-900
779,retro sweater,No,1200,300,Yellow,Colorful,Cute,Top,-900
780,retro sweater,No,1200,300,White,Colorful,Cute,Top,-900
781,retro sweater,No,1200,300,Blue,Colorful,Cute,Top,-900
782,ribbon-straps tank,No,960,240,White,Black,Cute,Top,-720
783,ribbon-straps tank,No,960,240,White,Pink,Cute,Top,-720
784,ribbon-straps tank,No,960,240,White,Blue,Cute,Top,-720
785,royal shirt,No,6720,1680,Red,White,Gorgeous,Top,-5040
786,rubber apron,No,840,210,Black,White,Active,Top,-630
787,rubber apron,No,840,210,White,Light blue,Active,Top,-630
788,safety vest,No,1200,300,Black,Yellow,Active,Top,-900
789,safety vest,No,1200,300,Orange,Blue,Active,Top,-900
790,sailor-style shirt,No,1050,262,Blue,White,Simple,Top,-788
791,sailor-style shirt,No,1050,262,Light blue,White,Simple,Top,-788
792,sailor-style shirt,No,1050,262,White,Blue,Simple,Top,-788
793,sailor's tee,No,1050,262,White,Blue,Simple,Top,-788
794,sailor's tee,No,1050,262,White,Orange,Simple,Top,-788
795,sailor's tee,No,1050,262,White,Light blue,Simple,Top,-788
796,sailor's tee,No,1050,262,White,Green,Simple,Top,-788
797,sailor's tee,No,1050,262,White,Brown,Simple,Top,-788
798,sailor's tee,No,1050,262,White,Purple,Simple,Top,-788
799,sailor's tee,No,1050,262,White,Red,Simple,Top,-788
800,sailor's tee,No,1050,262,White,Pink,Simple,Top,-788
801,samurai shirt,No,6720,1680,Red,Black,Cool,Top,-5040
802,samurai shirt,No,6720,1680,Black,Gray,Cool,Top,-5040
803,samurai shirt,No,6720,1680,Blue,Orange,Cool,Top,-5040
804,samurai shirt,No,6720,1680,White,Black,Cool,Top,-5040
805,samurai shirt,No,6720,1680,Orange,Blue,Cool,Top,-5040
806,school jacket,No,1400,350,Black,Black,Simple,Top,-1050
807,school jacket,No,1400,350,Red,Red,Simple,Top,-1050
808,school jacket,No,1400,350,Green,Green,Simple,Top,-1050
809,school jacket,No,1400,350,White,White,Simple,Top,-1050
810,school jacket,No,1400,350,Purple,Purple,Simple,Top,-1050
811,school jacket,No,1400,350,Gray,Gray,Simple,Top,-1050
812,school jacket,No,1400,350,Blue,Blue,Simple,Top,-1050
813,sea hanten shirt,No,1450,362,Blue,Red,Active,Top,-1088
814,sea hanten shirt,No,1450,362,Light blue,White,Active,Top,-1088
815,seven-ball tee,No,560,140,Brown,White,Active,Top,-420
816,shirt with camera,No,1440,360,Light blue,Gray,Simple,Top,-1080
817,shirt with camera,No,1440,360,Black,Gray,Simple,Top,-1080
818,short peacoat,No,1680,420,Black,Black,Simple,Top,-1260
819,short peacoat,No,1680,420,Blue,Blue,Simple,Top,-1260
820,short peacoat,No,1680,420,Beige,Beige,Simple,Top,-1260
821,short peacoat,No,1680,420,Orange,Orange,Simple,Top,-1260
822,short peacoat,No,1680,420,Green,Green,Simple,Top,-1260
823,short peacoat,No,1680,420,Gray,Gray,Simple,Top,-1260
824,short peacoat,No,1680,420,Pink,Pink,Simple,Top,-1260
825,short-sleeve dress shirt,No,560,140,White,White,Simple,Top,-420
826,short-sleeve dress shirt,No,560,140,Red,Red,Simple,Top,-420
827,short-sleeve dress shirt,No,560,140,Green,Green,Simple,Top,-420
828,short-sleeve dress shirt,No,560,140,Yellow,Yellow,Simple,Top,-420
829,short-sleeve dress shirt,No,560,140,Blue,Blue,Simple,Top,-420
830,silk floral-print shirt,No,1200,300,Pink,Yellow,Cute,Top,-900
831,silk floral-print shirt,No,1200,300,Blue,Yellow,Cute,Top,-900
832,silk floral-print shirt,No,1200,300,Yellow,Yellow,Cute,Top,-900
833,silk floral-print shirt,No,1200,300,Gray,Yellow,Cute,Top,-900
834,silk floral-print shirt,No,1200,300,Purple,Yellow,Cute,Top,-900
835,silk floral-print shirt,No,1200,300,Green,Yellow,Cute,Top,-900
836,silk floral-print shirt,No,1200,300,Orange,Yellow,Cute,Top,-900
837,silk shirt,No,1500,375,Green,Yellow,Elegant,Top,-1125
838,silk shirt,No,1500,375,Red,Yellow,Elegant,Top,-1125
839,silk shirt,No,1500,375,Blue,Yellow,Elegant,Top,-1125
840,silk shirt,No,1500,375,Orange,Yellow,Elegant,Top,-1125
